sourceTool,langName,ruleId,ruleName,ruleLevel,mappingStatus,replacementTool,replacementRuleOrPack,note
Sonar,TypeScript,10678,TestCheckExceptionCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10610,ThrowLiteralCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10688,TodoTagPresenceCheck,3,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10613,TooManyBreakOrContinueInLoopCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10580,TooManyLinesInFileCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10592,TooManyLinesInFunctionCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10690,TrailingCommaCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10539,TrailingCommentCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10609,TrailingWhitespaceCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10629,TryPromiseCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10692,UnchangedLetVariableCheck,2,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10731,UndefinedArgumentCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10491,UndefinedAssignmentCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10647,UnicodeAwareRegexCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10499,UnreachableCodeCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10575,UnsafeUnzipCheck,2,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10533,UnusedCollectionCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10696,UnusedFunctionArgumentCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10694,UnusedImportCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10619,UnusedNamedGroupsCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10658,UnverifiedCertificateCheck,2,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10659,UnverifiedHostnameCheck,2,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10683,UseOfEmptyReturnValueCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10727,UseTypeAliasCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10621,UselessExpressionStatementCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10709,UselessIncrementCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10729,UselessIntersectionCheck,2,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10654,UselessStringOperationCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10712,VarDeclarationCheck,2,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10711,VariableDeclarationAfterUsageCheck,3,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10710,VariableNameCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10715,VariableShadowingCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10492,VoidUseCheck,2,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10716,WeakSslCheck,2,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10717,WebSQLDatabaseCheck,3,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10718,WildcardImportCheck,2,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10713,WrongScopeDeclarationCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10721,XMLParserXXEVulnerableCheck,3,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10566,XPoweredByCheck,1,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Sonar,TypeScript,10574,XpathCheck,2,partial,ESLint(+plugins),@typescript-eslint / eslint-plugin-sonarjs / eslint-plugin-security (partial),无 1:1 等价规则名，建议保留 SonarScanner 作为补充
Csslint,CSS,6641,CSS003,1,partial,Stylelint(@stylistic),block-opening-brace-space-before,需引入 @stylistic/stylelint-plugin，属于格式规则
Csslint,CSS,6663,CSS004,1,partial,Stylelint(@stylistic),declaration-colon-space-after + declaration-colon-space-before,需引入 @stylistic/stylelint-plugin
Csslint,CSS,6655,CSS005,1,partial,Stylelint(@stylistic),value-list-comma-space-after,需引入 @stylistic/stylelint-plugin
Csslint,CSS,6607,CSS006,1,direct,Stylelint,max-line-length,直接可配
Csslint,CSS,6631,CSS008,1,partial,Stylelint(@stylistic),selector-list-comma-newline-after,需引入 @stylistic/stylelint-plugin
Csslint,CSS,6613,CSS009,1,partial,Stylelint(@stylistic),selector-combinator-space-before/after,需引入 @stylistic/stylelint-plugin
Csslint,CSS,6609,CSS010,1,direct,Stylelint,selector-attribute-quotes,可配置为 always
Csslint,CSS,6623,CSS011,1,partial,Stylelint(@stylistic),declaration-block-semicolon-newline-after,需引入 @stylistic/stylelint-plugin
Csslint,CSS,6651,CSS012,1,partial,Stylelint(@stylistic),declaration-block-trailing-semicolon,需引入 @stylistic/stylelint-plugin
Csslint,CSS,6629,CSS013,1,direct,Stylelint,selector-no-qualifying-type,直接可配
Csslint,CSS,6617,CSS024,1,direct,Stylelint,string-quotes,直接可配
Csslint,CSS,6669,CSS025,1,direct,Stylelint,number-leading-zero,直接可配
Csslint,CSS,6667,CSS026,1,direct,Stylelint,function-url-quotes,直接可配
Csslint,CSS,6633,CSS028,1,direct,Stylelint,length-zero-no-unit,直接可配
Csslint,CSS,6671,CSS029,1,partial,Stylelint,color-function-notation + custom,需额外限制 rgb() 使用，无法完全1:1
Csslint,CSS,6703,CSS030,1,direct,Stylelint,color-hex-length,直接可配(short)
Csslint,CSS,6683,CSS031,1,direct,Stylelint,color-named,可配置为 never
Csslint,CSS,6639,CSS033,1,partial,Stylelint,declaration-property-value-disallowed-list,需自定义约束 background-position
Csslint,CSS,6695,CSS036,1,partial,Stylelint(custom),ob-csslint/css036-font-family-case-consistent,通过自定义规则约束字体名大小写一致性（以 font-family 为主）
Csslint,CSS,6645,CSS037,1,partial,Stylelint(custom),ob-csslint/css037-min-font-size,通过自定义规则约束最小字号（默认 12px，可配置）
Csslint,CSS,6679,CSS041,1,partial,Stylelint(custom),ob-csslint/css041-require-transition-property,通过自定义规则约束 transition-* 与 transition/transition-property 配套声明
Csslint,CSS,6681,CSS046,1,partial,Stylelint(custom+@stylistic),ob-csslint/css046-vendor-prefix-order + @stylistic/*,通过自定义规则补齐前缀顺序并结合 @stylistic 维持格式约束
Csslint,CSS,6691,CSS044,1,partial,Stylelint(@stylistic),media-query-list-comma-newline-after,需引入 @stylistic/stylelint-plugin
Csslint,CSS,6675,CSS050,1,direct,Stylelint,function-disallowed-list,"配置 [""expression""] 即可"
